Unit name,Unit name local script,Fuel type,Unit type,Country,"Subnational unit (province, state)",Latitude,Longitude,Location accuracy,Status,Status year,Discovery year,Production start year,Operator,Owner,Parent,Basin,Concession / block,Project or complex,GEM Unit ID,Government unit ID,Wiki URL
De Wijk,,oil and gas,field,Netherlands,,52.7053,6.332,exact,operating,2021,1949,1959,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V. [100%],Royal Dutch Shell [100%],,,,OG0000938,,https://www.gem.wiki/De_Wijk_Oil_and_Gas_Field_(Netherlands)
Diever,,oil and gas,field,Netherlands,,52.869,6.237,exact,operating,2021,2014,2015,Vermilion Energy Netherlands B.V.,Vermilion Energy [unknown %]; Nederlandse Aardolie Maatschappij B.V. [unknown %]; EBN B.V. [unknown %],Vermilion Energy Inc. [unknown %]; Royal Dutch Shell [unknown %]; Energie Beheer Nederland (EBN) [unknown %],,,,OG0000942,,https://www.gem.wiki/Diever_Oil_and_Gas_Field_(Netherlands)
E17a-A,,oil and gas,field,Netherlands,,54.096,3.368,exact,operating,2021,1996,2009,Neptune Energy Netherlands B.V.,Neptune Energy Netherlands B.V. [34.7%]; EBN B.V. [50%]; TotalEnergies E&P Nederland B.V. [14.1%]; Vermilion Energy Netherlands B.V. [1.2%],China Investment Corporation [17%]; The Carlyle Group [10.6%]; CVC Capital Partners [7.1%]; Energie Beheer Nederland (EBN) [50%]; TotalEnergies [14.1%]; Vermilion Energy Inc. [1.2%],,,,OG0000950,,https://www.gem.wiki/E17a-A_Oil_and_Gas_Field_(Netherlands)
Eesveen,,oil and gas,field,Netherlands,,52.818,6.18,exact,operating,2021,1986,2015,Vermilion Energy Netherlands B.V.,,,,,,OG0000954,,https://www.gem.wiki/Eesveen_Oil_and_Gas_Field_(Netherlands)
F02a-Hanze,,oil and gas,field,Netherlands,,54.939,4.563,exact,operating,2021,1996,2001,Dana Petroleum Netherlands B.V.,,,,,,OG0000963,,https://www.gem.wiki/F02a-Hanze_Oil_and_Gas_Field_(Netherlands)
F03-FB,,oil and gas,field,Netherlands,,54.856,4.684,exact,operating,2021,1974,1993,Neptune Energy Netherlands B.V.,Neptune Energy Netherlands B.V. [60%]; EBN B.V. [40%],China Investment Corporation [29.4%]; The Carlyle Group [18.4%]; CVC Capital Partners [12.2%]; Energie Beheer Nederland (EBN) [40%],,,,OG0000966,,https://www.gem.wiki/F03-FB_Oil_and_Gas_Field_(Netherlands)
G14-A&B,,oil and gas,field,Netherlands,,54.192,5.479,exact,operating,2021,2003,2006,Neptune Energy Netherlands B.V.,Neptune Energy Netherlands B.V. [33.7%]; EBN B.V. [40%]; Nederlandse Aardolie Maatschappij B.V. [22.6%]; TAQA Offshore B.V. [3.7%],China Investment Corporation [16.5%]; The Carlyle Group [10.3%]; CVC Capital Partners [6.9%]; Energie Beheer Nederland (EBN) [40%]; Royal Dutch Shell [22.6%]; TAQA (Abu Dhabi National Energy Company PJSC) [3.7%],,,,OG0000983,,https://www.gem.wiki/G14-A&B_Oil_and_Gas_Field_(Netherlands)
G16a-A,,oil and gas,field,Netherlands,,54.121,5.198,exact,operating,2021,1985,2006,Neptune Energy Netherlands B.V.,Neptune Energy Netherlands B.V. [60%]; EBN B.V. [40%],China Investment Corporation [29.4%]; The Carlyle Group [18.4%]; CVC Capital Partners [12.2%]; Energie Beheer Nederland (EBN) [40%],,,,OG0000985,,https://www.gem.wiki/G16a-A_Oil_and_Gas_Field_(Netherlands)
G16a-B,,oil and gas,field,Netherlands,,54.12,5.236,exact,operating,2021,2008,2008,Neptune Energy Netherlands B.V.,Neptune Energy Netherlands B.V. [60%]; EBN B.V. [40%],China Investment Corporation [29.4%]; The Carlyle Group [18.4%]; CVC Capital Partners [12.2%]; Energie Beheer Nederland (EBN) [40%],,,,OG0000986,,https://www.gem.wiki/G16a-B_Oil_and_Gas_Field_(Netherlands)
G16a-C,,oil and gas,field,Netherlands,,54.125,5.258,exact,operating,2021,2009,2011,Neptune Energy Netherlands B.V.,Neptune Energy Netherlands B.V. [60%]; EBN B.V. [40%],China Investment Corporation [29.4%]; The Carlyle Group [18.4%]; CVC Capital Partners [12.2%]; Energie Beheer Nederland (EBN) [40%],,,,OG0000987,,https://www.gem.wiki/G16a-C_Oil_and_Gas_Field_(Netherlands)
G17a-S1,,oil and gas,field,Netherlands,,54.107,5.396,exact,operating,2021,2004,2006,Neptune Energy Netherlands B.V.,Neptune Energy Netherlands B.V. [60%]; EBN B.V. [40%],China Investment Corporation [29.4%]; The Carlyle Group [18.4%]; CVC Capital Partners [12.2%]; Energie Beheer Nederland (EBN) [40%],,,,OG0000989,,https://www.gem.wiki/G17a-S1_Oil_and_Gas_Field_(Netherlands)
G17cd-A,,oil and gas,field,Netherlands,,54.049,5.44,exact,operating,2021,2000,2002,Neptune Energy Netherlands B.V.,Neptune Energy Netherlands B.V. [25%]; EBN B.V. [50%]; Wintershall Noordzee B.V. [25%],China Investment Corporation [12.2%]; The Carlyle Group [7.6%]; CVC Capital Partners [5.1%]; Energie Beheer Nederland (EBN) [50%]; BASF SE [12.5%]; PJSC Gazprom [12.5%],,,,OG0000990,,https://www.gem.wiki/G17cd-A_Oil_and_Gas_Field_(Netherlands)
Gaag,,oil and gas,field,Netherlands,,51.961,4.245,exact,operating,2021,1982,1989,Nederlandse Aardolie Maatschappij B.V.,,,,,,OG0000991,,https://www.gem.wiki/Gaag_Oil_and_Gas_Field_(Netherlands)
Groningen,,oil and gas,field,Netherlands,,53.287,6.82,exact,operating,2021,1959,1963,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V. [60%]; EBN B.V. [40%],Royal Dutch Shell [60%]; Energie Beheer Nederland (EBN) [40%],,,,OG0001000,,https://www.gem.wiki/Groningen_gas_field
Grootegast,,oil and gas,field,Netherlands,,53.249,6.245,exact,operating,2021,1961,1979,Nederlandse Aardolie Maatschappij B.V.,,,,,,OG0001001,,https://www.gem.wiki/Grootegast_Oil_and_Gas_Field_(Netherlands)
Hardenberg,,oil and gas,field,Netherlands,,52.608,6.573,exact,operating,2021,1967,1975,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V. [50%]; EBN B.V. [50%],Royal Dutch Shell [50%]; Energie Beheer Nederland (EBN) [50%],,,,OG0001005,,https://www.gem.wiki/Hardenberg_Oil_and_Gas_Field_(Netherlands)
Helder,,oil and gas,field,Netherlands,,52.921,4.094,exact,operating,2021,1980,1982,Petrogas E&P Netherlands B.V.,,,,,,OG0001014,,https://www.gem.wiki/Helder_Oil_and_Gas_Field_(Netherlands)
J03-C,,oil and gas,field,Netherlands,,53.839,2.967,exact,operating,2021,1995,1996,TotalEnergies E&P Nederland B.V.,,,,,,OG0001023,,https://www.gem.wiki/J03-C_Oil_and_Gas_Field_(Netherlands)
K01-A,,oil and gas,field,Netherlands,,53.839,3.059,exact,operating,2021,1986,2002,TotalEnergies E&P Nederland B.V.,,,,,,OG0001025,,https://www.gem.wiki/K01-A_Oil_and_Gas_Field_(Netherlands)
K02b-A,,oil and gas,field,Netherlands,,53.945,3.671,exact,operating,2021,1987,2005,Neptune Energy Netherlands B.V.,Neptune Energy [50%]; EBN B.V. [50%],China Investment Corporation [24.5%]; The Carlyle Group [15.3%]; CVC Capital Partners [10.2%]; Energie Beheer Nederland (EBN) [50%],,,,OG0001026,,https://www.gem.wiki/K02b-A_Oil_and_Gas_Field_(Netherlands)
K04-A,,oil and gas,field,Netherlands,,53.777,3.285,exact,operating,2021,1991,1998,TotalEnergies E&P Nederland B.V.,,,,,,OG0001027,,https://www.gem.wiki/K04-A_Oil_and_Gas_Field_(Netherlands)
K04-E,,oil and gas,field,Netherlands,,53.742,3.192,exact,operating,2021,1997,2001,TotalEnergies E&P Nederland B.V.,,,,,,OG0001028,,https://www.gem.wiki/K04-E_Oil_and_Gas_Field_(Netherlands)
K04-N,,oil and gas,field,Netherlands,,53.727,3.262,exact,operating,2021,1998,1998,TotalEnergies E&P Nederland B.V.,,,,,,OG0001029,,https://www.gem.wiki/K04-N_Oil_and_Gas_Field_(Netherlands)
K05-C,,oil and gas,field,Netherlands,,53.774,3.487,exact,operating,2021,1974,1998,TotalEnergies E&P Nederland B.V.,,,,,,OG0001034,,https://www.gem.wiki/K05-C_Oil_and_Gas_Field_(Netherlands)
K05-U,,oil and gas,field,Netherlands,,53.824,3.481,exact,operating,2021,2002,2011,TotalEnergies E&P Nederland B.V.,,,,,,OG0001037,,https://www.gem.wiki/K05-U_Oil_and_Gas_Field_(Netherlands)
K05a-A,,oil and gas,field,Netherlands,,53.695,3.361,exact,operating,2021,1988,1994,TotalEnergies E&P Nederland B.V.,TotalEnergies E&P Nederland B.V. [100%],TotalEnergies [100%],,,,OG0001038,,https://www.gem.wiki/K05a-A_Oil_and_Gas_Field_(Netherlands)
K05a-B,,oil and gas,field,Netherlands,,53.728,3.411,exact,operating,2021,1992,1995,TotalEnergies E&P Nederland B.V.,,,,,,OG0001039,,https://www.gem.wiki/K05a-B_Oil_and_Gas_Field_(Netherlands)
K06-D,,gas,field,Netherlands,,53.673,3.81,exact,operating,2021,1988,1992,TotalEnergies E&P Nederland B.V.,,,,,,OG0001044,,https://www.gem.wiki/K06-D_Gas_Field_(Netherlands)
K06-G,,oil and gas,field,Netherlands,,53.763,3.917,exact,operating,2021,1990,1999,TotalEnergies E&P Nederland B.V.,,,,,,OG0001046,,https://www.gem.wiki/K06-G_Oil_and_Gas_Field_(Netherlands)
K07-FC,,oil and gas,field,Netherlands,,53.511,3.327,exact,operating,2021,1996,1998,Nederlandse Aardolie Maatschappij B.V.,,,,,,OG0001051,,https://www.gem.wiki/K07-FC_Oil_and_Gas_Field_(Netherlands)
K08-FA,,oil and gas,field,Netherlands,,53.519,3.4,exact,operating,2021,1970,1978,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V. [100%],Royal Dutch Shell [100%],,,,OG0001054,,https://www.gem.wiki/K08-FA_Oil_and_Gas_Field_(Netherlands)
K09c-C,,oil and gas,field,Netherlands,,53.646,3.815,exact,operating,2021,2017,2018,Neptune Energy Netherlands B.V.,Neptune Energy [27.5%]; EBN B.V. [50%]; ONE-Dyas B.V. [10.3%]; Rosewood Exploration Ltd. [6.5%]; XTO Netherlands Ltd. [5.8%],China Investment Corporation [13.5%]; The Carlyle Group [8.4%]; CVC Capital Partners [5.6%]; Energie Beheer Nederland (EBN) [50%]; ONE-Dyas B.V. [10.3%]; The Rosewood Corporation [6.5%]; ExxonMobil [5.8%],,,,OG0001066,,https://www.gem.wiki/K09c-C_Oil_and_Gas_Field_(Netherlands)
K12-G,,oil and gas,field,Netherlands,,53.36,3.975,exact,operating,2021,2000,2002,Neptune Energy Netherlands B.V.,Neptune Energy Netherlands B.V. [49.3%]; EBN B.V. [40%]; Rosewood Exploration Ltd. [5.7%]; XTO Netherlands Ltd. [5%]; ONE-Dyas B.V. [unknown %],China Investment Corporation [24.2%]; The Carlyle Group [15.1%]; CVC Capital Partners [10.1%]; Energie Beheer Nederland (EBN) [40%]; The Rosewood Corporation [5.7%]; ExxonMobil [5%]; ONE-Dyas B.V. [unknown %],,,,OG0001080,,https://www.gem.wiki/K12-G_Oil_and_Gas_Field_(Netherlands)
K15-FA,,oil and gas,field,Netherlands,,53.244,3.991,exact,operating,2021,1974,1979,Nederlandse Aardolie Maatschappij B.V.,,,,,,OG0001094,,https://www.gem.wiki/K15-FA_Oil_and_Gas_Field_(Netherlands)
K15-FB,,oil and gas,field,Netherlands,,53.273,3.862,exact,operating,2021,1975,1983,Nederlandse Aardolie Maatschappij B.V.,,,,,,OG0001095,,https://www.gem.wiki/K15-FB_Oil_and_Gas_Field_(Netherlands)
K15-FG,,oil and gas,field,Netherlands,,53.297,3.948,exact,operating,2021,1988,1990,Nederlandse Aardolie Maatschappij B.V.,,,,,,OG0001100,,https://www.gem.wiki/K15-FG_Oil_and_Gas_Field_(Netherlands)
K15-FH,,oil and gas,field,Netherlands,,53.279,3.691,exact,operating,2021,1992,2016,Nederlandse Aardolie Maatschappij B.V.,,,,,,OG0001101,,https://www.gem.wiki/K15-FH_Oil_and_Gas_Field_(Netherlands)
K15-FI,,oil and gas,field,Netherlands,,53.291,3.809,exact,operating,2021,1992,2015,Nederlandse Aardolie Maatschappij B.V.,,,,,,OG0001102,,https://www.gem.wiki/K15-FI_Oil_and_Gas_Field_(Netherlands)
K15-FK,,oil and gas,field,Netherlands,,53.202,3.92,exact,operating,2021,2001,2003,Nederlandse Aardolie Maatschappij B.V.,,,,,,OG0001104,,https://www.gem.wiki/K15-FK_Oil_and_Gas_Field_(Netherlands)
K17-FA,,gas,field,Netherlands,,53.063,3.541,exact,operating,2021,1972,2006,Nederlandse Aardolie Maatschappij B.V.,,,,,,OG0001112,,https://www.gem.wiki/K17-FA_Gas_Field_(Netherlands)
K18-Golf,,gas,field,Netherlands,,53.158,3.966,exact,operating,2021,2005,2012,Wintershall Noordzee B.V.,Wintershall Noordzee B.V. [60%]; EBN B.V. [40%],BASF SE [30%]; PJSC Gazprom [30%]; Energie Beheer Nederland (EBN) [40%],,,,OG0001116,,https://www.gem.wiki/K18-Golf_Gas_Field_(Netherlands)
Kollum-Noord,,oil and gas,field,Netherlands,,53.31,6.17,exact,operating,2021,1997,2001,Nederlandse Aardolie Maatschappij B.V.,,,,,,OG0001122,,https://www.gem.wiki/Kollum-Noord_Oil_and_Gas_Field_(Netherlands)
L02-FA,,gas,field,Netherlands,,53.953,4.495,exact,operating,2021,1968,1992,Nederlandse Aardolie Maatschappij B.V.,,,,,,OG0001128,,https://www.gem.wiki/L02-FA_Gas_Field_(Netherlands)
L02-FB,,gas,field,Netherlands,,53.993,4.542,exact,operating,2021,1976,2006,Nederlandse Aardolie Maatschappij B.V.,,,,,,OG0001129,,https://www.gem.wiki/L02-FB_Gas_Field_(Netherlands)
L04-A,,oil and gas,field,Netherlands,,53.721,4.096,exact,operating,2021,1974,1982,TotalEnergies E&P Nederland B.V.,,,,,,OG0001131,,https://www.gem.wiki/L04-A_Oil_and_Gas_Field_(Netherlands)
L04-G,,oil and gas,field,Netherlands,,53.825,4.162,exact,operating,2021,1999,2006,TotalEnergies E&P Nederland B.V.,,,,,,OG0001135,,https://www.gem.wiki/L04-G_Oil_and_Gas_Field_(Netherlands)
L05-B,,gas,field,Netherlands,,53.701,4.61,exact,operating,2021,2002,2003,Wintershall Noordzee B.V.,Wintershall Noordzee B.V. [unknown %]; Dana Petroleum [unknown %],BASF SE [unknown %]; PJSC Gazprom [unknown %]; Korea National Oil Corporation [unknown %],,,,OG0001137,,https://www.gem.wiki/L05-B_Gas_Field_(Netherlands)
L05-C,,gas,field,Netherlands,,53.692,4.659,exact,operating,2021,2003,2006,Wintershall Noordzee B.V.,Wintershall Noordzee B.V. [60%]; EBN B.V. [40%],BASF SE [30%]; PJSC Gazprom [30%]; Energie Beheer Nederland (EBN) [40%],,,,OG0001138,,https://www.gem.wiki/L05-C_Gas_Field_(Netherlands)
L05a-A,,oil and gas,field,Netherlands,,53.81,4.354,exact,operating,2021,1988,1992,Neptune Energy Netherlands B.V.,Neptune Energy Netherlands B.V. [60%]; EBN B.V. [40%],China Investment Corporation [29.4%]; The Carlyle Group [18.4%]; CVC Capital Partners [12.2%]; Energie Beheer Nederland (EBN) [40%],,,,OG0001139,,https://www.gem.wiki/L05a-A_Oil_and_Gas_Field_(Netherlands)
L05a-D,,gas,field,Netherlands,,53.812,4.522,exact,operating,2021,2010,2017,Neptune Energy Netherlands B.V.,,,,,,OG0001140,,https://www.gem.wiki/L05a-D_Gas_Field_(Netherlands)
L06-B,,gas,field,Netherlands,,53.717,4.85,exact,operating,2021,2009,2015,Wintershall Noordzee B.V.,,,,,,OG0001143,,https://www.gem.wiki/L06-B_Gas_Field_(Netherlands)
L08-D,,oil and gas,field,Netherlands,,53.519,4.475,exact,operating,2021,2004,2009,ONE-Dyas B.V.,ONE-Dyas B.V. [58.1%]; other [41.9%],ONE-Dyas B.V. [58.1%],,,,OG0001156,,https://www.gem.wiki/L08-D_Oil_and_Gas_Field_(Netherlands)
L08-P,,gas,field,Netherlands,,53.656,4.551,exact,operating,2021,1992,1994,Wintershall Noordzee B.V.,,,,,,OG0001160,,https://www.gem.wiki/L08-P_Gas_Field_(Netherlands)
L09-FA,,oil and gas,field,Netherlands,,53.543,4.736,exact,operating,2021,1973,2009,Nederlandse Aardolie Maatschappij B.V.,,,,,,OG0001161,,https://www.gem.wiki/L09-FA_Oil_and_Gas_Field_(Netherlands)
L09-FD,,oil and gas,field,Netherlands,,53.636,4.943,exact,operating,2021,1993,1998,Nederlandse Aardolie Maatschappij B.V.,,,,,,OG0001164,,https://www.gem.wiki/L09-FD_Oil_and_Gas_Field_(Netherlands)
L09-FF,,oil and gas,field,Netherlands,,53.611,4.957,exact,operating,2021,1994,1998,Nederlandse Aardolie Maatschappij B.V.,,,,,,OG0001166,,https://www.gem.wiki/L09-FF_Oil_and_Gas_Field_(Netherlands)
L09-FG,,gas,field,Netherlands,,53.609,4.96,exact,operating,2021,1994,1998,Nederlandse Aardolie Maatschappij B.V.,,,,,,OG0001167,,https://www.gem.wiki/L09-FG_Gas_Field_(Netherlands)
L09-FK,,oil and gas,field,Netherlands,,53.531,4.723,exact,operating,2021,2008,2009,Nederlandse Aardolie Maatschappij B.V.,,,,,,OG0001171,,https://www.gem.wiki/L09-FK_Oil_and_Gas_Field_(Netherlands)
L10-CDA,,oil and gas,field,Netherlands,,53.413,4.226,exact,operating,2021,1972,1975,Neptune Energy Netherlands B.V.,Neptune Energy Netherlands B.V. [38.6%]; EBN B.V. [40%]; Rosewood Exploration Ltd. [11.3%]; XTO Netherlands Ltd. [10.1%]; ONE-Dyas B.V. [unknown %],China Investment Corporation [18.9%]; The Carlyle Group [11.8%]; CVC Capital Partners [7.9%]; Energie Beheer Nederland (EBN) [40%]; The Rosewood Corporation [11.3%]; ExxonMobil [10.1%]; ONE-Dyas B.V. [unknown %],,,,OG0001178,,https://www.gem.wiki/L10-CDA_Oil_and_Gas_Field_(Netherlands)
L10-M,,oil and gas,field,Netherlands,,53.403,4.02,exact,operating,2021,1998,2000,Neptune Energy Netherlands B.V.,Neptune Energy Netherlands B.V. [38.6%]; EBN B.V. [40%]; Rosewood Exploration Ltd. [11.3%]; XTO Netherlands Ltd. [10.1%]; ONE-Dyas B.V. [unknown %],China Investment Corporation [18.9%]; The Carlyle Group [11.8%]; CVC Capital Partners [7.9%]; Energie Beheer Nederland (EBN) [40%]; The Rosewood Corporation [11.3%]; ExxonMobil [10.1%]; ONE-Dyas B.V. [unknown %],,,,OG0001181,,https://www.gem.wiki/L10-M_Oil_and_Gas_Field_(Netherlands)
L10-N,,oil and gas,field,Netherlands,,53.421,4.146,exact,operating,2021,2012,2013,Neptune Energy Netherlands B.V.,Neptune Energy Netherlands B.V. [38.6%]; EBN B.V. [40%]; Rosewood Exploration Ltd. [11.3%]; XTO Netherlands Ltd. [10.1%]; ONE-Dyas B.V. [unknown %],China Investment Corporation [18.9%]; The Carlyle Group [11.8%]; CVC Capital Partners [7.9%]; Energie Beheer Nederland (EBN) [40%]; The Rosewood Corporation [11.3%]; ExxonMobil [10.1%]; ONE-Dyas B.V. [unknown %],,,,OG0001182,,https://www.gem.wiki/L10-N_Oil_and_Gas_Field_(Netherlands)
L10-O,,oil and gas,field,Netherlands,,53.411,4.004,exact,operating,2021,2014,2014,Neptune Energy Netherlands B.V.,Neptune Energy Netherlands B.V. [38.6%]; EBN B.V. [40%]; Rosewood Exploration Ltd. [11.3%]; XTO Netherlands Ltd. [10.1%]; ONE-Dyas B.V. [unknown %],China Investment Corporation [18.9%]; The Carlyle Group [11.8%]; CVC Capital Partners [7.9%]; Energie Beheer Nederland (EBN) [40%]; The Rosewood Corporation [11.3%]; ExxonMobil [10.1%]; ONE-Dyas B.V. [unknown %],,,,OG0001183,,https://www.gem.wiki/L10-O_Oil_and_Gas_Field_(Netherlands)
L10-P,,oil and gas,field,Netherlands,,53.427,4.122,exact,operating,2021,2015,2015,Neptune Energy Netherlands B.V.,Neptune Energy Netherlands B.V. [38.6%]; EBN B.V. [40%]; Rosewood Exploration Ltd. [11.3%]; XTO Netherlands Ltd. [10.1%]; ONE-Dyas B.V. [unknown %],China Investment Corporation [18.9%]; The Carlyle Group [11.8%]; CVC Capital Partners [7.9%]; Energie Beheer Nederland (EBN) [40%]; The Rosewood Corporation [11.3%]; ExxonMobil [10.1%]; ONE-Dyas B.V. [unknown %],,,,OG0001184,,https://www.gem.wiki/L10-P_Oil_and_Gas_Field_(Netherlands)
L10-Q,,oil and gas,field,Netherlands,,53.387,4.171,exact,operating,2021,2018,2018,Neptune Energy Netherlands B.V.,Neptune Energy Netherlands B.V. [38.6%]; EBN B.V. [40%]; Rosewood Exploration Ltd. [11.3%]; XTO Netherlands Ltd. [10.1%]; ONE-Dyas B.V. [unknown %],China Investment Corporation [18.9%]; The Carlyle Group [11.8%]; CVC Capital Partners [7.9%]; Energie Beheer Nederland (EBN) [40%]; The Rosewood Corporation [11.3%]; ExxonMobil [10.1%]; ONE-Dyas B.V. [unknown %],,,,OG0001185,,https://www.gem.wiki/L10-Q_Oil_and_Gas_Field_(Netherlands)
L11-Gillian,,oil and gas,field,Netherlands,,53.451,4.524,exact,operating,2021,2015,2016,ONE-Dyas B.V.,ONE-Dyas B.V. [60%]; other [40%],ONE-Dyas B.V. [60%],,,,OG0001192,,https://www.gem.wiki/L11-Gillian_Oil_and_Gas_Field_(Netherlands)
L12a-B,,oil and gas,field,Netherlands,,53.343,4.756,exact,operating,2021,1976,2011,Neptune Energy Netherlands B.V.,Neptune Energy Netherlands B.V. [30%]; Delta Hydrocarbons B.V. [22.5%]; Wintershall Noordzee B.V. [7.5%]; EBN B.V. [40%],China Investment Corporation [14.7%]; The Carlyle Group [9.2%]; CVC Capital Partners [6.1%]; Mercuria Energy [22.5%]; BASF SE [3.8%]; PJSC Gazprom [3.8%]; Energie Beheer Nederland (EBN) [40%],,,,OG0001199,,https://www.gem.wiki/L12a-B_Oil_and_Gas_Field_(Netherlands)
L12b-C,,oil and gas,field,Netherlands,,53.343,4.886,exact,operating,2021,1979,2001,Neptune Energy Netherlands B.V.,Neptune Energy Netherlands B.V. [30%]; Delta Hydrocarbons B.V. [15%]; Wintershall Noordzee B.V. [5%]; EBN B.V. [50%],China Investment Corporation [14.7%]; The Carlyle Group [9.2%]; CVC Capital Partners [6.1%]; Mercuria Energy [15%]; BASF SE [2.5%]; PJSC Gazprom [2.5%]; Energie Beheer Nederland (EBN) [50%],,,,OG0001200,,https://www.gem.wiki/L12b-C_Oil_and_Gas_Field_(Netherlands)
L13-FC,,oil and gas,field,Netherlands,,53.284,4.215,exact,operating,2021,1984,1986,Nederlandse Aardolie Maatschappij B.V.,,,,,,OG0001203,,https://www.gem.wiki/L13-FC_Oil_and_Gas_Field_(Netherlands)
L13-FF,,oil and gas,field,Netherlands,,53.233,4.278,exact,operating,2021,1986,1990,Nederlandse Aardolie Maatschappij B.V.,,,,,,OG0001206,,https://www.gem.wiki/L13-FF_Oil_and_Gas_Field_(Netherlands)
L13-FI,,oil and gas,field,Netherlands,,53.244,4.101,exact,operating,2021,1988,2018,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V. [100%],Royal Dutch Shell [100%],,,,OG0001209,,https://www.gem.wiki/L13-FI_Oil_and_Gas_Field_(Netherlands)
L15b-A,,oil and gas,field,Netherlands,,53.318,4.847,exact,operating,2021,1978,1993,Neptune Energy Netherlands B.V.,Neptune Energy Netherlands B.V. [30%]; Delta Hydrocarbons B.V. [15%]; Wintershall Noordzee B.V. [5%]; EBN B.V. [50%],China Investment Corporation [14.7%]; The Carlyle Group [9.2%]; CVC Capital Partners [6.1%]; Mercuria Energy [15%]; BASF SE [2.5%]; PJSC Gazprom [2.5%]; Energie Beheer Nederland (EBN) [50%],,,,OG0001214,,https://www.gem.wiki/L15b-A_Oil_and_Gas_Field_(Netherlands)
Lauwersoog,,oil and gas,field,Netherlands,,53.439,6.2,exact,operating,2021,1996,2008,Nederlandse Aardolie Maatschappij B.V.,,,,,,OG0001221,,https://www.gem.wiki/Lauwersoog_Oil_and_Gas_Field_(Netherlands)
M07-B,,oil and gas,field,Netherlands,,53.617,5.165,exact,operating,2021,1996,2013,ONE-Dyas B.V.,,,,,,OG0001232,,https://www.gem.wiki/M07-B_Oil_and_Gas_Field_(Netherlands)
Marum,,oil and gas,field,Netherlands,,53.136,6.185,exact,operating,2021,1975,1978,Nederlandse Aardolie Maatschappij B.V.,,,,,,OG0001241,,https://www.gem.wiki/Marum_Oil_and_Gas_Field_(Netherlands)
Metslawier-Zuid,,oil and gas,field,Netherlands,,53.351,6.087,exact,operating,2021,2011,2012,Nederlandse Aardolie Maatschappij B.V.,,,,,,OG0001244,,https://www.gem.wiki/Metslawier-Zuid_Oil_and_Gas_Field_(Netherlands)
Middelie,,oil and gas,field,Netherlands,,52.57,4.967,exact,operating,2021,1964,1975,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V. [60%]; EBN B.V. [40%],Royal Dutch Shell [60%]; Energie Beheer Nederland (EBN) [40%],,,,OG0001246,,https://www.gem.wiki/Middelie_Oil_and_Gas_Field_(Netherlands)
Moddergat,,oil and gas,field,Netherlands,,53.415,6.101,exact,operating,2021,1995,2007,Nederlandse Aardolie Maatschappij B.V.,,,,,,OG0001249,,https://www.gem.wiki/Moddergat_Oil_and_Gas_Field_(Netherlands)
Munnekezijl,,oil and gas,field,Netherlands,,53.348,6.288,exact,operating,2021,1992,1995,Nederlandse Aardolie Maatschappij B.V.,,,,,,OG0001254,,https://www.gem.wiki/Munnekezijl_Oil_and_Gas_Field_(Netherlands)
N07-FA,,oil and gas,field,Netherlands,,53.504,6.02,exact,operating,2021,1991,2011,Nederlandse Aardolie Maatschappij B.V.,,,,,,OG0001257,,https://www.gem.wiki/N07-FA_Oil_and_Gas_Field_(Netherlands)
Nes,,oil and gas,field,Netherlands,,53.402,6.056,exact,operating,2021,1995,2007,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V. [100%],Royal Dutch Shell [100%],,,,OG0001258,,https://www.gem.wiki/Nes_Oil_and_Gas_Field_(Netherlands)
Opende-Oost,,oil and gas,field,Netherlands,,53.163,6.234,exact,operating,2021,1979,1993,Nederlandse Aardolie Maatschappij B.V.,,,,,,OG0001275,,https://www.gem.wiki/Opende-Oost_Oil_and_Gas_Field_(Netherlands)
P06-Main,,oil and gas,field,Netherlands,,52.734,3.786,exact,operating,2021,1968,1983,Wintershall Noordzee B.V.,,,,,,OG0001291,,https://www.gem.wiki/P06-Main_Oil_and_Gas_Field_(Netherlands)
P11a-E,,oil and gas,field,Netherlands,,52.358,3.567,exact,operating,2021,2014,2016,ONE-Dyas B.V.,TAQA [30%]; EBN B.V. [40%]; ONE-Dyas B.V. [30%],TAQA (Abu Dhabi National Energy Company PJSC) [30%]; Energie Beheer Nederland (EBN) [40%]; ONE-Dyas B.V. [30%],,,,OG0001300,,https://www.gem.wiki/P11a-E_Oil_and_Gas_Field_(Netherlands)
P11b-De Ruyter,,oil and gas,field,Netherlands,,52.369,3.347,exact,operating,2021,1996,2006,Dana Petroleum Netherlands B.V.,Dana Petroleum Netherlands B.V. [50%]; EBN B.V. [50%],Korea National Oil Corporation [50%]; Energie Beheer Nederland (EBN) [50%],,,,OG0001301,,https://www.gem.wiki/P11b-De_Ruyter_Oil_and_Gas_Field_(Netherlands)
