ProjectID,Fuel,StartCountry,EndCountry,Countries,Wiki,PipelineName,SegmentName,OtherNames,Parent,Status,StartYear1,StartYear2,StartYear3,StopYear,Capacity,CapacityUnits,CapacityBcm/y,LengthKnownKm,LengthEstimateKm,LengthMergedKm,Diameter,DiameterUnits,Source,StartLocation,StartPrefecture/District,StartState/Province,StartRegion,EndLocation,EndPrefecture/District,EndState/Province,EndRegion,FID,FIDYear,WKTFormat
P2936,Gas,Italy,Italy,Italy,https://gem.wiki/MaidaSEufemia�Reggio_Calabria_Gas_Pipeline,MaidaSEufemia�Reggio Calabria Gas Pipeline,,"MaidaSEufemia_Palmi_1, MaidaSEufemia_ReggioCalabria",Snam,Operating,,,,,,,--,--,160.3594601,160.3594601,47.9921519,in,,"Palmi, Reggio Calabria",,,Europe,Maida S Eufemia,,,Europe,,,"MULTILINESTRING((16.3646 38.859, 16.1815 38.7128, 16.1936 38.6981, 15.8755 38.4163), (16.3646 38.859, 16.1678 38.6819, 16.1738 38.6793, 16.1775 38.6758, 16.1825 38.6708, 16.1861 38.666, 16.1884 38.6617, 16.1895 38.6582, 16.1898 38.6539, 16.1884 38.6501, 16.1856 38.6458, 16.1793 38.6388, 16.1743 38.6346, 16.1695 38.632, 16.165 38.6295, 16.1618 38.6259, 16.1588 38.6194, 16.156 38.6153, 16.1521 38.612, 16.1478 38.6062, 16.1456 38.6039, 16.1391 38.5966, 16.138 38.5946, 16.1372 38.5922, 16.1353 38.5849, 16.1321 38.5814, 16.1186 38.576, 16.1077 38.5737, 16.0948 38.5731, 16.0894 38.5708, 16.0842 38.5657, 16.0802 38.5637, 16.0736 38.5619, 16.0699 38.5585, 16.0687 38.5522, 16.0673 38.547, 16.0569 38.5364, 16.0521 38.5318, 16.0518 38.5284, 16.0524 38.5243, 16.0529 38.5209, 16.0503 38.516, 16.0437 38.5094, 16.0377 38.5054, 16.0297 38.5011, 16.0237 38.4994, 16.0176 38.4977, 16.0113 38.4945, 16.0087 38.4905, 16.0064 38.487, 16.003 38.4847, 16.0005 38.4773, 15.999 38.474, 15.9929 38.4702, 15.9847 38.4656, 15.98 38.4626, 15.975 38.4575, 15.9713 38.4542, 15.9653 38.4495, 15.9545 38.4465, 15.9509 38.4438, 15.9435 38.4391, 15.9368 38.4374, 15.9331 38.4351, 15.9254 38.4271, 15.9238 38.4241, 15.9214 38.4167, 15.9184 38.4127, 15.9151 38.4083, 15.909 38.4043, 15.9067 38.4003, 15.906 38.3943, 15.8986 38.3872, 15.8943 38.3845, 15.8872 38.3826, 15.8808 38.3826, 15.8759 38.3803, 15.8718 38.3769, 15.8677 38.3729, 15.8657 38.3701, 15.865 38.3678, 15.865 38.364, 15.8647 38.3606, 15.8647 38.3576, 15.866 38.3558, 15.8688 38.3528, 15.8701 38.3501, 15.8698 38.3456, 15.8691 38.3436, 15.8613 38.3354, 15.8586 38.3324, 15.8555 38.3314, 15.8494 38.3293, 15.8456 38.3259, 15.8429 38.3229, 15.8419 38.3205, 15.8426 38.3143, 15.8446 38.3086, 15.8436 38.3035, 15.8415 38.2953, 15.8358 38.2902, 15.8293 38.2868, 15.8225 38.2837, 15.8157 38.28, 15.8119 38.2756, 15.8092 38.2725, 15.8021 38.2701, 15.7854 38.2643, 15.7789 38.262, 15.7704 38.2558, 15.7535 38.258))"
P2937,Gas,Belgium,Belgium,Belgium,https://gem.wiki/Maldegem�Zeebrugge_Gas_Pipeline,Maldegem�Zeebrugge Gas Pipeline,,Maldegem_Zeebrugge_Extra,--,Operating,,,,,,,--,--,22.5768759,22.5768759,,,,Zeebrugge,,,Europe,Maldegem,,,Europe,,,"LINESTRING(3.213 51.323, 3.46 51.192)"
P2938,Gas,Belgium,Belgium,Belgium,https://gem.wiki/Maldegem�Zelzate_Gas_Pipeline,Maldegem�Zelzate Gas Pipeline,,"Maldegem_Zelzate0, Maldegem_Zelzate1",--,Operating,,,,,,,--,--,68.29507147,68.29507147,,,,Maldegem,,,Europe,Weeide,,,Europe,,,"LINESTRING(3.46 51.192, 3.827686 51.191166, 4.4114244 51.3022166)"
P2940,Gas,Czechia,Czechia,Czech Republic,https://gem.wiki/Malesovice�Brodsk�_Gas_Pipeline,Malesovice�Brodsk� Gas Pipeline,,Transgas_14,--,Operating,,,,,,,--,--,54.12799319,54.12799319,35.43309,in,,Malesovice,,,Europe,Brodske,,,Europe,,,"LINESTRING(16.489 49.0215, 16.5958 48.9339, 16.6388 48.8952, 16.8575 48.8151, 17.0261 48.6984)"
P2941,Gas,Czechia,Czechia,Czech Republic,https://gem.wiki/Malesovice�Oslavou_Gas_Pipeline,Malesovice�Oslavou Gas Pipeline,,Transgas_20,--,Operating,,,,,,,--,--,32.51668374,32.51668374,35.43309,in,,Malesovice,,,Europe,Oslavou,,,Europe,,,"LINESTRING(16.1557 49.2055, 16.2244 49.176, 16.2437 49.1391, 16.3538 49.0894, 16.489 49.0215)"
P2942,Gas,Sweden,Sweden,Sweden,https://gem.wiki/Malmoe�Trelleborg_Gas_Pipeline,Malmoe�Trelleborg Gas Pipeline,,Malmoe_Trelleborg,--,Operating,,,,,,,--,--,27.13449013,27.13449013,,,,Malmoe,,,Europe,Trelleborg,,,Europe,,,"LINESTRING(13.008 55.6, 13.15 55.37)"
P2943,Gas,Finland,Finland,Finland,https://gem.wiki/Mantsala�Hameenlinna_Gas_Pipeline,Mantsala�Hameenlinna Gas Pipeline,,Mantsala-Hameenlinna,--,Operating,,,,,,,--,--,57.37951716,57.37951716,,,,Mantsala,,,Europe,Hameenlinna,,,Europe,,,"LINESTRING(25.2836 60.6639, 24.474 60.994)"
P2944,Gas,Finland,Finland,Finland,https://gem.wiki/Mantsala�Helsinki_Gas_Pipeline,Mantsala�Helsinki Gas Pipeline,,Mantsala-Helsinki,Gasum,Operating,,,,,,,--,--,60.09159477,60.09159477,,,,Mantsala,,,Europe,Helsinki,,,Europe,,,"LINESTRING(24.954 60.175, 24.9867 60.2224, 25.0032 60.2281, 25.0096 60.2282, 25.022 60.2308, 25.0604 60.2464, 25.0655 60.2515, 25.0767 60.266, 25.0869 60.2733, 25.0931 60.284, 25.096 60.3014, 25.1047 60.3123, 25.1157 60.3231, 25.1165 60.3294, 25.1145 60.3353, 25.1096 60.3424, 25.1089 60.349, 25.1108 60.3561, 25.115 60.3632, 25.1161 60.3667, 25.1165 60.3726, 25.1161 60.3813, 25.1177 60.39, 25.1248 60.3975, 25.1264 60.4022, 25.1244 60.416, 25.1228 60.4279, 25.1248 60.4342, 25.1252 60.45, 25.1268 60.461, 25.1374 60.4724, 25.139 60.4807, 25.1351 60.5028, 25.1437 60.5166, 25.1607 60.5273, 25.1733 60.5359, 25.1836 60.5497, 25.1915 60.5628, 25.2013 60.5726, 25.2368 60.5935, 25.2836 60.6639)"
P2945,Gas,Finland,Finland,Finland,https://gem.wiki/Mantsala�Kyroskoski_Gas_Pipeline,Mantsala�Kyroskoski Gas Pipeline,,"Mantsala_Kyroskoski0, Mantsala_Kyroskoski1",Gasum,Operating,,,,,,,--,--,200.7404628,200.7404628,,,,Mantsala,,,Europe,Kyroskoski,,,Europe,,,"MULTILINESTRING((25.2836 60.6639, 25.1468 60.7441, 24.8365 60.8064, 24.6595 60.9455, 24.6074 60.9797, 24.5505 60.9976, 24.2319 61.1421, 24.0989 61.2014, 24.0815 61.252, 23.7836 61.4183, 23.74 61.49, 23.6415 61.5193, 23.563 61.5138, 23.5191 61.5594, 23.181 61.66), (23.74 61.49, 23.181 61.66))"
P2947,Gas,France,France,France,https://gem.wiki/Martigny-le-Comte�Mery_Sur_Cher_Gas_Pipeline,Martigny-le-Comte�Mery Sur Cher Gas Pipeline,,unknown_FR_1_Mery Sur Cher,GRTgaz,Operating,,,,,,,--,--,202.8723771,202.8723771,,,,unknown_FR_1,,,Europe,Mery Sur Cher,,,Europe,,,"LINESTRING(4.35 46.55, 3.8789 46.7193, 3.7275 46.7509, 3.6716 46.7486, 3.586 46.7576, 3.5432 46.7644, 3.4938 46.7667, 3.4214 46.7734, 3.3523 46.7937, 3.2305 46.8207, 3.1318 46.8388, 3.089 46.8478, 3.0429 46.8613, 3.0034 46.8725, 2.9573 46.8883, 2.875 46.9152, 2.6117 46.9871, 2.5953 46.9916, 2.5163 47.0186, 2.4801 47.0298, 2.4537 47.0455, 2.4307 47.0724, 2.4011 47.1038, 2.4011 47.1172, 2.3945 47.1351, 2.3846 47.153, 2.3517 47.1821, 2.3188 47.2045, 2.1937 47.2201, 2.1562 47.2362, 2.0502 47.2512, 1.9922 47.2482)"
P2948,Gas,Romania,Romania,Romania,https://gem.wiki/Mediesu_Aurit�Khust_Gas_Pipeline,Mediesu Aurit�Khust Gas Pipeline,,Mediesu Aurit-Hust,SNTGN Transgaz SA,Operating,,,,,,,--,--,44.62615928,44.62615928,,,,Mediesu Aurit,,,Europe,Khust,,,Europe,,,"LINESTRING(23.1377 47.7867, 23.2972 48.1735)"
P2949,Gas,Netherlands,Netherlands,Netherlands,https://gem.wiki/Melick�Ravenstein_Gas_Pipeline,Melick�Ravenstein Gas Pipeline,,"Melick_Ravenstein_10, Melick_Ravenstein_11, Melick_Ravenstein_12, Melick_Ravenstein_13, Melick_Ravenstein_14, Melick_Ravenstein_20, Melick_Ravenstein_21, Melick_Ravenstein_22, Melick_Ravenstein_23, Melick_Ravenstein_24",--,Operating,,,,,,,--,--,81.16005476,81.16005476,,,,Melick,,,Europe,Ravenstein,,,Europe,,,"MULTILINESTRING((6.022 51.155, 6.132 51.3), (6.132 51.3, 5.936 51.48), (5.936 51.48, 5.78 51.69), (5.78 51.69, 5.69 51.743), (5.69 51.743, 5.661435 51.78178))"
P2950,Gas,Italy,Italy,Italy,https://gem.wiki/Melizzano�Benevento_Gas_Pipeline,Melizzano�Benevento Gas Pipeline,,Melizzano_Benevento,Snam,Operating,,,,,,,--,--,25.8085051,25.8085051,20.0000108,in,,Benevento,,,Europe,Melizzano,,,Europe,,,"LINESTRING(14.5054 41.1617, 14.5608 41.1798, 14.7143 41.1779, 14.7819 41.1289)"
P2951,Gas,Italy,Italy,Italy,https://gem.wiki/Menfi�Mazara_Del_Vallo_Gas_Pipeline,Menfi�Mazara Del Vallo Gas Pipeline,,Menfi_MazaraDelVallo_1,Snam,Operating,,,,,,,--,--,33.53464351,33.53464351,47.9921519,in,,Mazara Del Vallo,,,Europe,Menfi,,,Europe,,,"LINESTRING(12.9687 37.6023, 12.9361 37.6159, 12.9239 37.6187, 12.9024 37.6237, 12.8931 37.6245, 12.863 37.6259, 12.8293 37.6273, 12.7985 37.6302, 12.7676 37.6323, 12.7246 37.6359, 12.6479 37.6453, 12.5976 37.6554)"
P2952,Gas,France,France,France,https://gem.wiki/Mery_Sur_Cher�Cherre_Gas_Pipeline_1,Mery Sur Cher�Cherre Gas Pipeline 1,,Mery Sur Cher_Cherre1,GRTgaz,Operating,,,,,,,--,--,113.2285174,113.2285174,,,,Chemery,,,Europe,Cherre,,,Europe,,,"LINESTRING(0.6 48.1502, 0.6692 48.1244, 0.7115 48.1102, 0.7538 48.0785, 0.8067 48.0431, 0.886 47.9759, 0.9494 47.9334, 0.9706 47.8909, 0.9917 47.8448, 1.034 47.8022, 1.0922 47.7596, 1.1239 47.7382, 1.1715 47.5851, 1.2191 47.4959, 1.2825 47.4637, 1.3354 47.4459, 1.4862 47.3879)"
P2953,Gas,Italy,Italy,Italy,https://gem.wiki/Messina�Montalbano_Gas_Pipeline,Messina�Montalbano Gas Pipeline,,Messina_Montalbano_1,Snam,Operating,,,,,,,--,--,61.65230581,61.65230581,47.9921519,in,,Montalbano,,,Europe,Messina,,,Europe,,,"LINESTRING(15.5888 38.2721, 15.4784 38.2173, 15.4241 38.1847, 15.4014 38.1706, 15.346 38.1598, 15.3178 38.1576, 15.2483 38.1153, 15.2136 38.1044, 15.1886 38.0979, 15.1702 38.0664, 15.1637 38.0447, 15.142 38.0284, 15.1181 38.0165, 15.0942 38.01, 15.0725 38.0165, 15.041 38.0208, 15.013 38.0228)"
P2954,Gas,Netherlands,Netherlands,Netherlands,https://gem.wiki/Mill�Ravenstein_Gas_Pipeline,Mill�Ravenstein Gas Pipeline,,"Mill_Ravenstein0, Mill_Ravenstein1",--,Operating,,,,,,,--,--,13.31508764,13.31508764,,,,Mill,,,Europe,Ravenstein,,,Europe,,,"LINESTRING(5.78 51.69, 5.69 51.743, 5.661435 51.78178)"
P2956,Gas,Italy,Italy,Italy,https://gem.wiki/Minerbio�Parma_Gas_Pipeline,Minerbio�Parma Gas Pipeline,,Minerbio_Parma,Snam,Operating,,,,,,,--,--,110.9243533,110.9243533,47.9921519,in,,Parma,,,Europe,Minerbio,,,Europe,,,"LINESTRING(11.498 44.6157, 11.2865 44.6716, 11.1673 44.6693, 11.1178 44.6379, 11.0728 44.6176, 10.9334 44.6289, 10.8524 44.6513, 10.7512 44.6828, 10.6545 44.7458, 10.632 44.7503, 10.5915 44.7368, 10.533 44.7571, 10.4251 44.8155, 10.3734 44.8425, 10.3111 44.9217, 10.3064 44.9249)"
P2957,Gas,Italy,Italy,Italy,https://gem.wiki/Minerbio�Ravenna_Terra_Gas_Pipeline,Minerbio�Ravenna Terra Gas Pipeline,,Minerbio_RavennaTerra,Snam,Operating,,,,,,,--,--,144.4704549,144.4704549,30.0000162,in,,Ravenna Terra,,,Europe,Minerbio,,,Europe,,,"LINESTRING(12.3065 44.4167, 12.2294 44.4549, 12.1814 44.4613, 12.1121 44.4986, 11.9893 44.536, 11.9018 44.5573, 11.7695 44.5744, 11.6618 44.5936, 11.5657 44.6128, 11.498 44.6157, 11.498 44.6158, 11.6308 44.7123, 11.6745 44.7845, 11.7468 44.8524, 11.7665 44.8732, 11.7851 44.9115, 11.8125 44.9247, 11.8399 44.9476, 11.8661 44.9783, 11.8924 44.9947, 11.9242 45.0002, 11.9581 45.0111, 12.0019 45.0473, 12.0802 45.1337)"
P2958,Gas,Italy,Italy,Italy,https://gem.wiki/Mira�Campagna_Lupia_Gas_Pipeline,Mira�Campagna Lupia Gas Pipeline,,Mira_CampagnaLupia,Snam,Operating,,,,,,,--,--,8.668117527,8.668117527,30.0000162,in,,Campagna Lupia,,,Europe,Mira,,,Europe,,,"LINESTRING(12.0973 45.3534, 12.1314 45.4276)"
P2959,Gas,Ireland,Ireland,Ireland,https://gem.wiki/Mitchelstown�Clonmel_Gas_Pipeline,Mitchelstown�Clonmel Gas Pipeline,,Mitchelstown_Clonmel,Ervia,Operating,,,,,,,--,--,33.95042952,33.95042952,,,,Mitchelstown,,,Europe,Clonmel,,,Europe,,,"LINESTRING(-8.159 52.267, -7.68 52.35)"
P2960,Gas,Ireland,Ireland,Ireland,https://gem.wiki/Mitchelstown�Whitegate_Gas_Pipeline,Mitchelstown�Whitegate Gas Pipeline,,Mitchelstown_Whitegate,Ervia,Operating,,,,,,,--,--,50.56721361,50.56721361,,,,Mitchelstown,,,Europe,Whitegate,,,Europe,,,"LINESTRING(-8.159 52.267, -8.2511 51.8161)"
P2961,Gas,Germany,Germany,Germany,https://gem.wiki/Mittelbrunn_MEGAL�Remich_Gas_Pipeline,Mittelbrunn MEGAL�Remich Gas Pipeline,,Mittelbrunn MEGAL_Remich,GRTgaz,Operating,,,,,,,--,--,89.73738792,89.73738792,,,,Mittelbrunn MEGAL,,,Europe,Remich,,,Europe,,,"LINESTRING(7.567 49.3764, 7.3791 49.3781, 7.2801 49.3838, 7.1125 49.3971, 6.9372 49.4371, 6.8249 49.4657, 6.7125 49.479, 6.4878 49.5133, 6.3674 49.545)"
P2962,Gas,Italy,Italy,Italy,https://gem.wiki/Moliterno�Montesano_Sulla_Marcellana_Gas_Pipeline,Moliterno�Montesano Sulla Marcellana Gas Pipeline,,Moliterno_MontesanoSullaMarcellana_1,Snam,Operating,,,,,,,--,--,19.90575519,19.90575519,47.9921519,in,,Montesano,,,Europe,Moliterno,,,Europe,,,"LINESTRING(15.6673 40.2818, 15.712 40.2314, 15.7619 40.2314, 15.8653 40.243)"
P2963,Gas,Germany,Germany,Germany,https://gem.wiki/Burghausen�Haidach_Gas_Pipeline,Burghausen�Haidach Gas Pipeline,,Burghausen_Haidach,Snam,Operating,,,,,,,--,--,35.72310036,35.72310036,43.59522913,in,,Burghausen,,,Europe,Haidach,,,Europe,,,"LINESTRING(12.853 48.1835, 13.232 47.9867)"
P2964,Gas,Belgium,Belgium,Belgium,https://gem.wiki/Mons�Poppel_Gas_Pipeline,Mons�Poppel Gas Pipeline,,"Mons_Poppel0, Mons_Poppel1",--,Operating,,,,,,,--,--,136.2514087,136.2514087,,,,Mons,,,Europe,Poppel,,,Europe,,,"MULTILINESTRING((3.97037 50.44787, 4.6435179 50.8974666), (4.6435179 50.8974666, 5.043 51.447))"
P2965,Gas,Italy,Italy,Italy,https://gem.wiki/Montalbano�Gagliano_Gas_Pipeline,Montalbano�Gagliano Gas Pipeline,,Montalbano_GaglianoSparacollo_1,Snam,Operating,,,,,,,--,--,55.90841034,55.90841034,47.9921519,in,,Gagliano Sparacollo,,,Europe,Montalbano,,,Europe,,,"LINESTRING(15.013 38.0228, 14.9346 38.0222, 14.9038 38.0169, 14.885 38.0041, 14.8738 37.9921, 14.8693 37.9771, 14.87 37.9485, 14.8678 37.9155, 14.8678 37.8997, 14.858 37.8704, 14.8445 37.8486, 14.8257 37.826, 14.8091 37.808, 14.7956 37.793, 14.7821 37.775, 14.7543 37.7697, 14.737 37.7689, 14.7303 37.7659, 14.7242 37.7622, 14.7115 37.7524, 14.6777 37.7254, 14.6527 37.6848)"
P2966,Gas,Italy,Italy,Italy,https://gem.wiki/Montesano_Sulla_Marcellana�Melizzano_Gas_Pipeline,Montesano Sulla Marcellana�Melizzano Gas Pipeline,,MontesanoSullaMarcellana_Melizzano_1,Snam,Operating,,,,,,,--,--,151.9353739,151.9353739,47.9921519,in,,Melizzano,,,Europe,Montesano,,,Europe,,,"LINESTRING(15.6673 40.2818, 15.5724 40.3623, 15.5153 40.4401, 15.4834 40.4907, 15.4712 40.5066, 15.3766 40.5638, 15.3522 40.5825, 15.2997 40.6322, 15.281 40.6509, 15.2679 40.6818, 15.2444 40.724, 15.221 40.7793, 15.2173 40.8046, 15.2027 40.814, 15.1217 40.8115, 15.0754 40.8099, 15.0489 40.809, 15.0159 40.8115, 14.9787 40.8239, 14.9497 40.8338, 14.915 40.8471, 14.8976 40.852, 14.8819 40.8653, 14.8687 40.8727, 14.8249 40.8818, 14.7744 40.9107, 14.7281 40.9339, 14.7066 40.9628, 14.6512 40.9843, 14.6057 40.9951, 14.5512 41.0182, 14.5106 41.0587, 14.5082 41.0951, 14.5057 41.1332, 14.5057 41.1621)"
P2967,Gas,France,France,France,https://gem.wiki/Montoir�Donges_Gas_Pipeline,Montoir�Donges Gas Pipeline,,Montoir_Donges_Extra,GRTgaz,Operating,,,,,,,--,--,6.739614447,6.739614447,,,,Montoir De Bretagne,,,Europe,Donges,,,Europe,,,"LINESTRING(-2.069 47.332, -2.0771 47.3213, -2.1017 47.3136, -2.1206 47.3097, -2.14 47.32)"
P2969,Gas,Italy,Italy,Italy,https://gem.wiki/Morano�Tarsia_Gas_Pipeline,Morano�Tarsia Gas Pipeline,,Morano_Tarsia_1,Snam,Operating,,,,,,,--,--,32.15344179,32.15344179,47.9921519,in,,Tarsia,,,Europe,Morano,,,Europe,,,"LINESTRING(16.1359 39.8435, 16.1564 39.7958, 16.18 39.7878, 16.2072 39.7712, 16.2097 39.7566, 16.2122 39.7284, 16.2178 39.7128, 16.2248 39.7007, 16.2308 39.6912, 16.2344 39.6806, 16.2323 39.6761, 16.2253 39.6675, 16.2228 39.662, 16.2193 39.6519, 16.2203 39.6424, 16.2218 39.6373, 16.2248 39.6303, 16.2323 39.6172, 16.2364 39.6112, 16.2474 39.5976, 16.2511 39.5899)"
P2970,Gas,France,France,France,https://gem.wiki/Morelmaison�Paris_Gas_Pipeline,Morelmaison�Paris Gas Pipeline,,"Morelmaison_Paris0, Morelmaison_Paris3",GRTgaz,Operating,,,,,,,--,--,103.8618577,103.8618577,23.62206,in,,Paris,,,Europe,Morelmaison,,,Europe,,,"MULTILINESTRING((2.371 48.852, 2.6357 48.6539), (5.14 47.9524, 5.1674 47.9551, 5.1983 47.9802, 5.3605 48.0903, 5.3914 48.1328, 5.4899 48.1888, 5.6058 48.2622, 5.712 48.3472, 5.7314 48.3819, 5.819 48.43))"
P2971,Gas,Italy,Italy,Italy,https://gem.wiki/Mortara�Alessandria_Gas_Pipeline,Mortara�Alessandria Gas Pipeline,,Mortara_Alessandria_1,Snam,Operating,,,,,,,--,--,41.40511448,41.40511448,30.0000162,in,,Alessandria,,,Europe,Mortara,,,Europe,,,"LINESTRING(8.6095 44.9001, 8.6242 45.012, 8.6663 45.0428, 8.6803 45.1269, 8.7168 45.2279, 8.7375 45.2522)"
P2972,Gas,Netherlands,Netherlands,Netherlands,https://gem.wiki/Nederweert�Liero_Gas_Pipeline,Nederweert�Liero Gas Pipeline,,Nederweert_Liero,--,Operating,,,,,,,--,--,15.15471522,15.15471522,,,,Nederweert,,,Europe,Liero,,,Europe,,,"LINESTRING(5.717 51.296, 5.67 51.429)"
P2973,Gas,Hungary,Hungary,Hungary,https://gem.wiki/Nemesbikk�Budapest_Gas_Pipeline,Nemesbikk�Budapest Gas Pipeline,,Nemesbikk-Budapest,MOL Group,Operating,,,,,,,--,--,139.1264517,139.1264517,,,,Nemesbikk,,,Europe,Budapest,,,Europe,,,"LINESTRING(20.9661 47.8877, 20.9535 47.8739, 20.9138 47.8612, 20.798 47.8453, 20.7348 47.8332, 20.6118 47.8098, 20.5169 47.7938, 20.4746 47.7741, 20.437 47.7694, 20.4098 47.7572, 20.3825 47.7459, 20.3572 47.744, 20.3412 47.7421, 20.3158 47.7402, 20.2764 47.7271, 20.2125 47.7168, 20.158 47.7121, 20.1082 47.7017, 20.0603 47.6952, 20.0321 47.6914, 19.9964 47.6905, 19.9457 47.6858, 19.9157 47.6801, 19.8555 47.667, 19.7907 47.6369, 19.7513 47.6133, 19.7298 47.5962, 19.664 47.5747, 19.6169 47.5575, 19.5819 47.5538, 19.5469 47.5542, 19.5144 47.5525, 19.245 47.4906)"
P2974,Gas,Germany,Germany,Germany,https://gem.wiki/Netzkupplung�Drohne_Gas_Pipeline,Netzkupplung�Drohne Gas Pipeline,,Netzkupplung_Drohne,--,Operating,1993,,,,,,--,--,22.54139455,22.54139455,23.62206,in,,Rehden,,,Europe,Drohne,,,Europe,,,"LINESTRING(8.3547 52.4297, 8.4936 52.6137)"
P2975,Gas,Slovenia,Slovenia,Slovenia,https://gem.wiki/Nitra_Velke�Jablonov_Gas_Pipeline,Nitra Velke�Jablonov Gas Pipeline,,Transgas_42,--,Operating,,,,,,,--,--,103.1287754,103.1287754,35.43309,in,,Nitra,,,Europe,Velke Zlievce,,,Europe,,,"LINESTRING(18.08 48.3, 19.461 48.2023)"
P2976,Gas,Germany,Germany,Germany,https://gem.wiki/Werne�Wardenburg_Gas_Pipeline,Werne�Wardenburg Gas Pipeline,,No56_12,--,Operating,,,,,,,--,--,160.0534112,160.0534112,,,,Werne,,,Europe,Wardenburg,,,Europe,,,"LINESTRING(7.5784 51.6832, 8.1717 53.075)"
P2977,Gas,Germany,Germany,Germany,https://gem.wiki/Lauterbach�Vitzeroda_Gas_Pipeline,Lauterbach�Vitzeroda Gas Pipeline,,No57_1,--,Operating,,,,,,,--,--,54.96854131,54.96854131,,,,Lauterbach,,,Europe,Vitzeroda,,,Europe,,,"LINESTRING(9.3719 50.6506, 10.0605 50.8818)"
P2978,Gas,Germany,Germany,Germany,https://gem.wiki/Lauterbach�Rixfeld_Gas_Pipeline,Lauterbach�Rixfeld Gas Pipeline,,No83_10,--,Operating,,,,,,,--,--,7.447673546,7.447673546,,,,Lauterbach,,,Europe,Rixfeld,,,Europe,,,"LINESTRING(9.3678 50.5837, 9.3719 50.6506)"
P2979,Gas,Germany,Germany,Germany,https://gem.wiki/Rixfeld�Scheidt_Gas_Pipeline,Rixfeld�Scheidt Gas Pipeline,,No83_11,NetConnect Germany,Operating,,,,,,,--,--,107.3245123,107.3245123,,,,Rixfeld,,,Europe,Scheidt,,,Europe,,,"LINESTRING(9.3678 50.5837, 9.1879 50.5417, 8.8613 50.4842, 7.9784 50.3693, 7.9066 50.3468)"
P2981,Gas,Germany,Germany,Germany,https://gem.wiki/Nordschwarzwaldleitung_(NOS)_Gas_Pipeline,Nordschwarzwaldleitung (NOS) Gas Pipeline,,Nordschwarzwaldleitung,GRTgaz,Operating,,,,,,,--,70,59.02100138,70,23.62206,in,,Leonberg,,,Europe,Au am Rhein,,,Europe,,,"LINESTRING(8.24 48.953, 9.01 48.799)"
P2982,Gas,France,France,France,https://gem.wiki/Nozay�Breal_Gas_Pipeline,Nozay�Breal Gas Pipeline,,Nozay_Breal,GRTgaz,Operating,,,,,,,--,--,57.15082362,57.15082362,,,,Nozay,,,Europe,Breal,,,Europe,,,"LINESTRING(-1.6269 47.5648, -1.6427 47.6167, -1.697 47.6784, -1.7287 47.7757, -1.7874 47.8452, -1.8642 48.0484)"
P2983,Gas,United Kingdom,United Kingdom,United Kingdom,https://gem.wiki/North_West_Pipeline_(NWP),North West Pipeline (NWP),,,--,Operating,,,,,,,--,--,96.85231118,96.85231118,,,,Coolkeeragh,,,Europe,Islandmagee,,,Europe,,,"LINESTRING(-7.24868 55.0437, -5.778247 54.842619)"
P2984,Gas,Netherlands,Netherlands,Netherlands,https://gem.wiki/Ommen�Scheemda_Gas_Pipeline,Ommen�Scheemda Gas Pipeline,,"Ommen_Scheemda_10, Ommen_Scheemda_11, Ommen_Scheemda_12, Ommen_Scheemda_20, Ommen_Scheemda_21, Ommen_Scheemda_22, Ommen_Scheemda_30, Ommen_Scheemda_31, Ommen_Scheemda_32",--,Operating,,,,,,,--,--,84.21439934,84.21439934,,,,Ommen,,,Europe,Scheemda,,,Europe,,,"MULTILINESTRING((6.417392 52.50998, 6.533 52.68), (6.533 52.68, 6.742 53.025), (6.742 53.025, 6.9723944 53.1763506))"
P2985,Gas,Italy,Italy,Italy,https://gem.wiki/Oricola�Ciciliano_Gas_Pipeline,Oricola�Ciciliano Gas Pipeline,,Oricola_Ciciliano,Snam,Operating,,,,,,,--,--,17.23747031,17.23747031,25.984266,in,,Ciciliano,,,Europe,Oricola,,,Europe,,,"LINESTRING(12.9414 41.9579, 12.9579 41.9755, 13.0015 41.9751, 13.013 42.0057, 13.0486 42.036, 13.0496 42.0651)"
P2986,Gas,Italy,Italy,Italy,https://gem.wiki/Oricola�Sulmona_Gas_Pipeline,Oricola�Sulmona Gas Pipeline,,Oricola_Sulmona,Snam,Operating,,,,,,,--,--,78.64391407,78.64391407,47.9921519,in,,Sulmona,,,Europe,Oricola,,,Europe,,,"LINESTRING(13.0496 42.0651, 13.1439 42.0783, 13.2216 42.03, 13.2594 42.0027, 13.3203 42.0006, 13.4379 42.0048, 13.5219 42.0111, 13.5807 42.0111, 13.6164 42.0069, 13.6437 41.988, 13.671 41.988, 13.8534 42.0515, 13.9293 42.0503)"
